text_cleaned,Loại BDS,Hướng nhà,Pháp lý,Nội thất,Vị trí so với biển,Tình trạng dân cư xung quanh,Hình dáng nhà,Khu vực để xe,Loại hẻm,Phong thủy,Quận/Huyện,Sân thượng/ Ban công,Khả năng thoát nước,Vị trí,Vỉa hè,Giá,Diện tích,Kích thước,Số phòng ngủ,Số toilet,Số tầng,Đường trước nhà
"sở hữu vị trí lô góc 2 mt an thượng 12 an thượng 16, 3 mặt thoáng vĩnh viễn, gần trường chợ, an sinh đỉnh cao, dân trí tốt. hiện chủ đang cho thuê 7tr/1 tháng, khu vực khách tìm thuê rất nhiều, đuổi đi không hết. vị thế lại gần biển, gần khu phố tây, nên rất thuận tiện di chuyển đi lại mọi nơi. phù hợp, gia đình trẻ mới cưới, đầu tư giữ tiền, kinh doanh dòng tiền có sẵn. nhà thiết kế 2 phòng ngủ, có thể cải tạo thành 3 phòng nếu muốn. sổ gởi ngân hàng cần khách hỗ trợ",đất,,,,gần biển,,,,,,,,,mặt tiền,,,,,2 phòng ngủ,,,
"mô tả lô góc 2 mặt tiền an thượng mặt tiền 5m rộng rãi, có sẵn nhà đúc kiên cố. vị trí ngay phố tây an thượng, sầm uất, tiện ích đầy đủ, đi ra bãi tắm biển 2 phút. phù hợp mua đầu tư, cho thuê, xây căn hộ. giá sập 5,2 tỷ",đất,,,,gần biển,đông đúc,,,,,,,,mặt tiền,,"giá sập 5,2 tỷ",,,,,,
"lô đất gần đường, kiệt 4m lương thế vinh. vị trí chiều đạp xe ra tắm biển tối đi bộ ra sông hàn ngắm rồng phun lửa diện tích 117m2, mặt tiền 4m nở hậu.. hiện có nhà cấp 4 đang cho thuê. chủ xác định bán đất nên ko có gì để miêu tả..",đất,,,,gần biển,,nở hậu,,,,,,,kiệt,,,diện tích 117m2,,,,,
"mô tả toà nhà thiết kế 5 tầng đã hoàn công. diện tích đất 171m2, ngang 5.7m, sổ đỏ vuông vắn trước sau như 1. tổng có 19 căn hộ có bếp full nội thất đang cho thuê, và 1 căn hộ lớn 80m2 ở tầng 1 hiện đang kinh doanh hình thức lưu trú dài ngày, cho thuê full phòng dòng tiền hơn 75 triệu/tháng. vị trí toà nhà nằm trên mặt tiền đường k20 khu đô thị nam việt á, thuộc phường khuê mỹ, quận ngũ hành sơn. trục đường kết nối giao thương của khu đô thị nam việt á, bước chân xuống nhà là quán café, hàng ăn, chợ siêu thị.",nhà,,Sổ đỏ và Sổ hồng,Nội thất đầy đủ,,,vuông vức,,,,quận ngũ hành sơn,,,mặt tiền,,,diện tích đất 171m2,ngang 5.7m,,,5 tầng,
"dt 70m2 ngang4m gần ks hyzory 5p ra biển mỹ khê, 5p ra phạm cừ lượng, nguyễn văn thoại liên hệ để được xem đất đẹp",khách sạn,,,,gần biển,,,,,,,,,,,,dt 70m2,ngang4m,,,,
"diện tích 150m2 . ngang 5.9m thiết kế 3 tầng có 3 phòng ngủ, 3wc , phòng thờ, bếp ,sân để 2 xe 0tô 7chổ. vị trí từ nhà ra thẳng biển 1 nốt nhạc, đối diện đường là khách sạn, resot,villa, bar, tất cả các thượng hiệu vui chơi của khách du lịch đến và lưu trú tại đà nẵng. thích hợp xây dựng toà căn hộ xịn mướt . xung quanh kinh doanh buôn bán sầm uất. cạnh bên chợ , tuyến đường siêu ăn vặt, bán tất cả mội thứ dù ko cần mặt tiền. chủ để banks 4 tỷ tư vấn khách hỗ trợ chủ rút sổ.",,,,,gần biển,đông đúc,,,,,,,,mặt tiền,,,diện tích 150m2,ngang 5.9m,3 phòng ngủ,3wc,3 tầng,
"nhà trệt lửng móng 3 tầng mới nhà sẵn trệt lửng kiên cố, móng 3 tầng lên thoải mái. vị trí gần sông, ra biển chỉ 5 phút. khu yên tĩnh, gần khu fpt, xung quanh chợ, công an, cứu hỏa,...không thiếu thứ gì. chủ nhà hợp tác, cực kỳ thiện chí bán.",nhà,,,,gần biển,,,,,,,,,,,,,,,,3 tầng,
nhà vô ở luôn kiệt trần duy chiến gần biển và gần chợ mân thái hướng tây nam có phòng ngủ dưới 150m đất kiệt oto tránh nhau 3 phòng giá bán nhanh 3 tỷ5 tl,nhà,hướng tây nam,,,gần biển,,,,hẻm ô tô,,,,,kiệt,,giá bán nhanh 3 tỷ5 t,,,,,,
"nhà đẹp 3.5 tầng kiệt ô tô gần chợ cẩm lệ, đà nẵng giá chỉ 2,35tỷ vị trí kiệt ô tô đường bình thái 4, đà nẵng (thông với đường nguyễn nhàn) mô tả nhà đẹp 3.5 tầng mới xây dựng với thiết kế hiện đại và đầy đủ công năng sử dụng. công năng gồm sân để xe,phòng khách, bếp, 4pn, 3wc, phòng thờ, sân phơi. vị trí đắc địa trung tâm cẩm lệ, gần bệnh viện, chợ cẩm lệ, trường học. tiện ích xung quanh đa dạng, đáp ứng đầy đủ nhu cầu sống. khu vực an ninh, dân trí cao, dễ dàng di chuyển đến các khu vực lân cận. giá cực hấp dẫn chỉ 2,35 tỷ thương lượng chính chủ",nhà,,Chính chủ,,,,,có,hẻm ô tô,,quận cẩm lệ,,,kiệt,,"giá chỉ 2,35tỷ",,,4pn,3wc,3.5 tầng,
"nhà 3 tầng 3 mê kiệt dũng sĩ thanh khê gần trần cao vân thẳng đường chính 50m vào nhà dt 60m2 ngang 4,6m sổ đẹp vuông vắn hướng tây bắc thiết kế đẹp hiện đại ,gồm 3pn ( 1pn tầng trệt )p/khách ,bếp ,sân xe ,p/thờ ,sân phơi tặng toàn bộ nội thất gi/á 3ty350 ( thương lương ). hỗ trợ vay bank",nhà,hướng tây bắc,,Nội thất đầy đủ,,,vuông vức,có,,,quận thanh khê,,,kiệt,,,dt 60m2,"ngang 4,6m",3pn,,3 tầng,
"chủ nhà ngộp bank dtd 90m2 (mặt tiền 4.5m). sổ vuông vắn. vị trí nằm ngay trung tâm khu du lịch biển mỹ khê. lô góc 2 mặt tiền 100m ra biển mỹ khê, nằm ngay khu trung tâm du lịch. nhà xây chắc chắn cấp 4 có 2 phòng ngủ, phòng khách, phòng bếp đầy đủ chức năng. phù hợp mua đầu tư đất nhà trong lúc giá đất đang rẻ, có thể kinh doanh xây căn hộ, khách sạn có thể kinh doanh buôn bán tất cả các mặt hàng. gần trường học, siêu thị, công viên, chợ bao la tiện ích. giá thương lượng chính chủ",nhà,,Chính chủ,Không nội thất,gần biển,,vuông vức,,,,,,,mặt tiền,,,dtd 90m2,,2 phòng ngủ,,,
"chính chủ sang quán trà sữa mặt tiền phan đăng lưu vì quá bận công việc mình không thể quản lý được quán đang hoạt động kinh doanh tốt địa điểm đường phan đăng lưu đông đúc, giao với đường 2/9, đường nguyễn hữu thọ, gần chợ đầu mối, đường kinh doanh tấp nập đông đúc gần đh đông á, kiến trúc, ngoại ngữ tạo nguồn khách hàng lý tưởng ngang 7.5 25m, có gác lửng, phía dưới có 3 phòng ngủ có thể cho thuê trọ quán đang hoạt động có đầy đủ máy móc, dụng cụ vào kinh doanh ngay quán được đầu tư mới được decor lại theo phong cách hàn tối giản rất mới và sạch sẽ vỉa hè rộng, chỗ để xe thoải mái quán đã có lượng khách học sinh, sinh viên ổn định có thể kinh doanh kết hợp cà phê, trà sữa,ăn vặt hợp đồng lâu dài giá thuê mặt bằng chỉ 25tr/tháng giá sang thương lượng. san nhanh giá thấp nếu thiện chí nhanh gọn liên hệ chính chủ để xem và thương lượng",,hướng đông,Chính chủ,,,đông đúc,,có,,,,,,mặt tiền,,giá thuê mặt bằng chỉ 25tr,,ngang 7.5,3 phòng ngủ,,,
"tôi cần bán nhà mặt tiền đường 5,5m gần nại hiên đông 6 , phường nại hiên đông, quận sơn trà, tpđn vị trí viêw đẹp ngay công viên thoáng mát, gần chợ trường học các cấp dtđ 72m ( hướng tây nam) giá bán 3,3 tỷ tl lh xem nhà, thương lượng chính chủ",nhà,hướng tây nam,Chính chủ,,,,,,,,quận sơn trà,,,mặt tiền,,"giá bán 3,3 tỷ t",dtđ 72m,,,,,"đường 5,5m"
"nhà mặt tiền đường tông đản 3 tầng mái thái nhà đẹp kiên cố mặt tiền 7,5 dài 28m, 1phong kinh doanh 60m 1 phòng bếp 1phong khách 6 phòng ngủ 6 phòng vệ sinh 1 phòng xưởng 50m có giếng trời thoáng mát, sổ hồng chính chủ, đt lh",nhà,,Sổ hồng,,,,,,,,,,,mặt tiền,,,,dài 28m,6 phòng ngủ,6 phòng vệ sinh,3 tầng,
"cần bán nhà mặt tiền 5m5 lề 3m nguyễn hiền phường nại hiên đông quận sơn trà tpđn dtđ 72m ( hướng tây nam ) giá 3tỷ250 lh hiền xem nhà, thương lượng chính chủ",nhà,hướng tây nam,Chính chủ,,,,,,,,quận sơn trà,,,mặt tiền,có,giá 3tỷ250,dtđ 72m,,,,,
"bán nhà 1 mê tùng lâm 10 view công viên nam cẩm lệ hoà xuân giá rẻ hướng đông giá bán 2.5 tỷ nhà đẹp xây dựng kiên cố , vị trí đẹp đối diện công viên thoáng mát . khi vực dân cư đông đúc giá bán siêu rẻ nhà công năng 1 phòng ngủ thích hợp cho vc trẻ mua ở lh thu xem nhà và lvcc",nhà,hướng đông,,,,đông đúc,,,,,quận cẩm lệ,,,,,giá rẻ hướng đông giá bán 2.5 tỷ,,,1 phòng ngủ,,,
"nhà 3 tầng kiệt 436/28a nguyễn phước nguyên kiệt 6m ô tô đậu đỗ thoải mái trước nhà diện tích 50m hướng tây nam công năng tầng 1 sân để xe rộng, phòng khách, bếp, wc, giếng trời cây xanh đón gió, sáng tự nhiên tầng 2 2 phòng ngủ rộng có ban công, wc .... tầng 3 1 phòng ngủ, 1 phòng giặt phơi, phòng thờ, sân phơi...... nhà xây mới kiên cố, nội thất cao cấp đầy đủ ko thiếu thứ gì...... sát trường tiểu học an khê, chợ nguyễn phước nguyên, tiện ích đầy đủ giá 3 tỷ 650 có tl cho khách",nhà,hướng tây nam,,Nội thất cao cấp,,,,có,,,,có,,kiệt,,giá 3 tỷ 650,diện tích 50m,2 2,2 phòng ngủ,,3 tầng,
sụp hầm lô hàng kín 125m2 đường oto 6m gần mỏ đá hoà nhơn gần đường trường sơn hướng đông mát mẻ giá 890 triệu bán đến công chứng.,đất,hướng đông,,,,,,,,,,,,,,giá 890 triệu,,,,,,
"kẹt tiền bán gấp lô đường 10m5 văn tiến dũng giá rẻ hơn đường 7m5 diện tích 100m2 hướng tây đường văn tiến dũng 10,5m, trục đường giao thông chính hoà xuân khu đông dân, sầm uất giá bán 3 tỷ 350 bán đến công chứng",đất,hướng tây,,,,đông đúc,,,,,,,,,,giá bán 3 tỷ 350,diện tích 100m2,,,,,đường 10m5
"kệt tiền ngân hàng cần bán gấp lô nam hoà xuân gần bến xe đức long vị trí thuận tiện, gần quốc lộ 1a, gần bến xe đức long diện tích 100m2 đường 5m5 hướng đông mát mẻ giá bán trong tuần 1 tỷ 850 bán đến công chứng hỗ trợ vay 70",,hướng đông,,,,,,,,,,,,,,giá bán trong tuần 1 tỷ 850,diện tích 100m2,,,,,đường 5m5
"chính chủ cần bán căn góc 2pn view biển cc hoà khánh đường âu cơ và đường số 4kcn hoà khánh diện tích 64m2 căn mới 100 bàn giao nội thất liền tường pháp lý sổ hồng sử dụng lâu dài tiện ích nội khu, ngoại khu đầy đủ công viên, trường học, chợ hoà khánh, chợ thanh vinh, kcn hoà khánh, trong bán kính 1km giá bán đến công chứng 650 triệu",,,Sổ hồng,Nội thất đầy đủ,view biển,,,,,,,,,,,giá bán đến công chứng 650 triệu,diện tích 64m2,,2pn,,,
"cần bán lô đất 2mt mỹ an 18 19,ngũ hành sơn,đà nẵng. dt181m2 ngang 11.5m(nở hậu),hướng đông bắc vị trí đẹp gần sông thoáng mát,khu dân cư đông đúc giá 8.5 tỷ liên hệ minh quân",đất,hướng đông bắc,,,,đông đúc,nở hậu,,,,quận ngũ hành sơn,,,mặt tiền,,giá 8.5 tỷ,dt181m2,ngang 11.5m,,,,
"trung tâm sơn trà siêu toà nhà căn hộ cho thuê 8 tầng thang máy 14 phòng víp full option doanh thu 350tr/tháng. vị trí siêu đỉnh, tung tăng tản bộ ra biển phạm văn đồng, xung quanh toàn tây tầu, xì xà xì xồ. khu vực đẳng cấp, nghỉ dưỡng của giới thượng lưu, tiện ích bạt ngàn bát ngát, an sinh đỉnh của đỉnh. siêu căn hộ cho thuê full phòng khép kín, trong đó có 2 penhouse, thết kế cực sang trọng đẳng cấp, thang máy nhập khẩu, nội thất nhập ngoại, doanh thu 350tr/1 tháng. giá 39 tỷ. thương lượng mạnh.",nhà,,,Nội thất đầy đủ,gần biển,,,,,,quận sơn trà,,,,,giá 39 tỷ,,,,,8 tầng,
"toà căn hộ cao cấp. mặt tiền khu phố tây an thượng, vị trí hiếm có. sát biển mỹ khê. diện tích 120m2, ngang 9m. kề góc, 4 mặt thoáng. có bể bơi sân thượng, thang máy, gara oto, pccc, giấy phép đầy đủ... được thiết kế 7 tầng. 6 căn studio. 8 căn 01 pn. 1 mặt bằng tầng 1 đang cho thuê kinh doanh 8tr/tháng. doanh thu ổn định trên 80tr/tháng. giá bán chỉ 20 tỷ",căn hộ,,,,gần biển,,,có,,,quận sơn trà,có,,mặt tiền,,giá bán chỉ 20 tỷ,diện tích 120m2,ngang 9m,01 pn,,7 tầng,
"bán lô đất mặt tiền đường nhựa dân ở đông xã hòa phú, huyện hòa vang bán lô đất ở 150m2 ngang 8mx 20m dài hướng tây nam. bán kính 2km đường vành đai phía tây, ủy ban, trường học, đi ra đường bà nà suối mơ, đi về thành phố theo hướng hoàng văn thái nối dài. khách mua ở, buôn bán nhỏ, hay mua đầu tư để dành đều được. giá củ 1,3 tỷ nay chủ kẹt giảm giá sâu 950 triệu",đất,hướng tây nam,,,,,,,,,huyện hòa vang,,,mặt tiền,,"giá củ 1,3 tỷ",,ngang 8m,,,,
"mô tả lô góc kiệt 5m đường lê văn hưu, mỹ an, ngũ hành sơn. nhà 3,5 tầng, thiết kế hiện đại với đầy đủ công năng, gồm 3 căn hộ cho thuê dòng tiền 10tr/tháng. và 2 pn chủ nhà đang ở. 5wc. sân thượng chill rất rộng. có cầu thang, lối đi riêng cho khách thuê không ảnh hưởng để sinh hoạt của chủ nhà. diện tích đất 83m2 ngang 5.2m. tiện ích xung quanh khỏi phải bàn. ra biển chỉ 500m, ra sông hàn chỉ vài bước chân...",đất,,,,gần biển,,,,,,quận ngũ hành sơn,có,,kiệt,,,diện tích đất 83m2,ngang 5.2m,2 pn,5wc,"3,5 tầng",
"sụp hầm lô góc 2 mặt tiền mỹ an 18 gần cầu trần thị lý , gần sông , gần biển .(ngũ hành sơn) diện tích 182m2 ngang 12m khu vực dân cư đông thích hợp kinh doanh hoặc xây toà căn hộ, khách sạn khai thác dòng tiền. giá 8.x tỉ thương lượng. lh",đất,,,,gần biển,đông đúc,,,,,quận ngũ hành sơn,,,mặt tiền,,giá 8.x tỉ t,diện tích 182m2,ngang 12m,,,,
"hót nhất bây giờ, nhà phố trung tâm quận thanh khê, chỉ nhỉnh 1tỷ.. nhà 2 tầng, thiết kế đầy đủ công năng... 2 phòng ngủ, wc,bếp, gian thờ... dt 40m2 cách đường chính vài chục mét,3 bước chân là chợ tân chính... tiện ích xung quanh ko thiếu gì... giá bán 1.52tỷ chốt ngay kẻo lỡ, liên hệ em để xem nhà và gặp chủ vô việc.",nhà,,,,,,,có,,,quận thanh khê,,,,,giá bán 1.52tỷ,dt 40m2,,2 phòng ngủ,,2 tầng,
"cần bán nhanh căn hộ fpt view biển, non nước. cách bãi tắm tân trà 1.2km. hạ tầng hoàn thiện, nhận nhà ngay. giá bán chỉ 1.48 tỉ/ căn 60m2 bàn giao nội thất liền tường cao cấp. ngân hàng hỗ trợ vay 70 giá trị không lãi suất 12 tháng. ân hạn nợ gốc 24 tháng. hoặc tặng quà tân gia 80tr cho khách hàng không vay.",căn hộ,,,Nội thất đầy đủ,view biển,,,,,,,,,,,giá bán chỉ 1.48 tỉ,,,,,,
"nằm trong khu dân cư kinh doanh buôn bán sầm uất ngay trung tâm hoà hiệp nam, liên chiểu, đà nẵng. đường quy hoạch 5,5m. lề 3m. hướng nam mát mẻ. hiện đang cho thuê 3,9tr/ tháng. cách biển nam ô, cầu đi bộ điểm nhấn đà nẵng tầm 500m cách tthc quận liên chiểu 1km. xung quanh trường học cấp 1,2,3... liên hệ duy",,hướng nam,,,gần biển,đông đúc,,,,,quận liên chiểu,,,,có,,,,,,,
"vị trí đắc địa mặt tiền đường 7,5m nằm nay khu vực đông đúc nhộn nhịp, cách sông hàn 100m, gần trường học, bệnh viện, siêu thị, rạp chiếu phim, công viên châu á. nhà 3 tầng tum, hướng nam, diện tích 150m2 (6 25) gồm 08 phòng và 09 phòng vệ sinh, 01 mặt bằng cho thuê, thiết kế không gian bếp rộng rãi, công trình mang phong cách hiện đại. chính gửi bán giá 12,5 tỷ, liên hệ duy",,hướng nam,,,,,,,,,,,,mặt tiền,,"giá 12,5 tỷ",diện tích 150m2,(6 25),,09 phòng vệ sinh,3 tầng,"đường 7,5m"
"ngộp bank bán nhanh căn hộ cao cấp fpt đà nẵng, hỗ trợ nh 70 , ls 0 chính chủ gửi bán căn hộ fpt đà nẵng view thành phố, công viên. diện tích 72m2 nội thất liền tường giá bán đến công chứng đã bao gồm vat và kpbt có thương lượng nhẹ tầng cao thoáng mát. nhà mới chưa sử dụng. có hỗ trợ ngân hàng. lãi suất thấp",căn hộ,,Chính chủ,Nội thất đầy đủ,,,,,,,,,,,,,diện tích 72m2,,,,,
"bán nhà 2 tầng mạc cửu, khuê mỹ. nhà ở gần bệnh viện 600 giường, gần sông, gần biển... nhà có sân vườn phía trước để oto, hồ cá, cây xanh thoáng mát. dt 100m. hướng đông nam. gồm 2pn, toilet. giá 5ty650 anh chị quan tâm liên hệ e nhé. call thanks you",nhà,hướng đông nam,,,gần biển,,,có,,,,,,,,giá 5ty650,dt 100m,,2pn,,2 tầng,
"hàng chính chủ cực hiếm view hồ sen sát mặt tiền đường lớn 10m5 ven đà nẵng đăng đúng giá khu vực không ảo giá đất phân lô rõ ràng diện tích 113m2 hướng đông công chứng nhanh gọn dân cư đông dân trí cao view hồ sen nổi tiếng, không gian vừa yên tĩnh vừa đầy đủ tiện ích an cư tốt đường mở rộng 10m5 giao thông thuận tiện đến thẳng khu đất khu vực kết nối tỉnh lộ vành đai cao tốc kinh tế phát triển nhanh trục chính dt605 qh mở đường, kcn, xây cầu quảng đà,.. đảm bảo sinh lời gần kdl bồ bồ, hồ sen, hồ câu cá kinh doanh du lịch chỉ cách đà nẵng 5p phong thử 7p ái nghĩa 15p vĩnh điện 15p liên hệ kim ngân ở đâu có giá tốt ở đây có giá tốt hơn",,hướng đông,Chính chủ,,,đông đúc,,,,,,,,mặt tiền,,,diện tích 113m2,rộng 10m,,,,
